Channel,Last_Calibrated,Last_Cal_Time,duration,humidity,film temperature,CO2 Cal Gas,CalFile,TYPE,DATE,Current,cal_utc,PCB,C0d,C6d,(spare),C2V_size,a2,a3,a4,a5,b2,b3,b4,b5,c2,c3,c4,c5,A,B,C,D,(spare),(spare),(spare),V2C_size,a7,a8,a9,a10,b7,b8,b9,b10,c7,c8,c9,c10,A',B',C',D',(spare),(spare),(spare),V_RA_5,V_RA_15,mI,I_span,DAC,V_0d_span (actual),V_6d_span (actual),V_0d_target,V_6d_target,Pump_Flow_rate,Cal_Offset_adj,Cal_Gain_adj,(spare),last_zero_humidity,last_zero_humidity,Time Monitoring since last zero,zero_utc,Last_Zero'd,Last_Zero_Time,Number_of_Zeros,V_0d_average,V_Offset_adj,V_Gain_adj,Software Rev,Sample Descriptor,Chamber,Operator,Notes,END
Channel 1-525nm wide,,,0,40.580105,27.073271,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,0.029146,5.987681,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.003667,-0.078272,0.63066,3.438679,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.280623,-27.706053,113.531444,-155.652573,,,,0.407707,0.982673,57.496633,0,0,0,0,3.482443,5.177942,50,0,0,,36.809395,27.073271,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/15/2015,5:09:47 PM,1112,40.580105,27.073271,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517229388,3601,1.862409,7.104096,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.001796,0.022512,-0.04977,1.68765,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,2545.29571,-12861.38984,21668.78432,-12170.5896,,,,0.219956,0.530805,31.084928,0.0444,434,1.13483,0.152404,1.684276,1.805491,50,-0.549446,0.795359,,36.809395,27.073271,0,3517229388,6/15/2015,5:09:47 PM,0,1.13483,-0.549446,0.795359,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/15/2015,5:09:47 PM,1112,40.580105,27.073271,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517229388,3601,1141.548483,-8.525303,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.014822,0.219092,-0.948876,3.444802,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,627.262627,-3850.820211,7564.205081,-4651.901388,,,,0.36864,0.919788,55.114812,0.0554,546,2.543187,-0.634049,3.379449,2.418686,50,-0.836262,1.515282,,36.809395,27.073271,0,3517229388,6/15/2015,5:09:47 PM,0,2.543187,-0.836262,1.515282,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/15/2015,5:09:47 PM,1112,40.580105,27.073271,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517229388,3601,0.054273,5.982912,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.000569,-0.05987,1.074767,1.571264,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.056476,-0.472134,2.290526,-2.688875,,,,0.445129,1.354517,90.938719,0.0172,171,1.54537,4.293013,1.646204,5.897574,50,-0.100834,0.9903,,36.809395,27.073271,0,3517229388,6/15/2015,5:09:47 PM,0,1.54537,-0.100834,0.9903,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,,,0,39.367329,27.1679,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,0.028824,6.33564,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.003616,-0.077523,0.627479,3.439376,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.286293,-27.773066,113.805125,-156.034424,,,,0.40896,0.983372,57.441146,0,0,0,0,3.482921,5.209148,50,0,0,,37.967934,27.1679,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/15/2015,7:22:28 PM,192,39.367329,27.1679,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517237348,3601,1.875514,8.433675,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.001823,0.022897,-0.051409,1.689383,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,2594.191438,-13111.36995,22094.38254,-12411.89072,,,,0.220017,0.53584,31.582254,0.0874,857,1.722065,1.944238,1.685896,1.815755,50,0.03617,0.584495,,37.967934,27.1679,0,3517237348,6/15/2015,7:22:28 PM,0,1.722065,0.03617,0.584495,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/15/2015,7:22:28 PM,192,39.367329,27.1679,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517237348,3601,1156.936205,-9.462589,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.014931,0.220702,-0.955852,3.45368,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,625.422353,-3846.03903,7572.744454,-4674.367436,,,,0.373634,0.941592,56.795856,0.0895,882,3.131984,2.657901,3.387846,2.450921,50,-0.255862,1.976289,,37.967934,27.1679,0,3517237348,6/15/2015,7:22:28 PM,0,3.131984,-0.255862,1.976289,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/15/2015,7:22:28 PM,192,39.367329,27.1679,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517237348,3601,0.05407,6.411573,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.000531,-0.059099,1.068732,1.569093,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.056948,-0.475293,2.302514,-2.699246,,,,0.443177,1.336637,89.346042,0.0187,186,1.947835,6.266188,1.643615,6.038081,50,0.30422,1.017625,,37.967934,27.1679,0,3517237348,6/15/2015,7:22:28 PM,0,1.947835,0.30422,1.017625,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,,,0,38.59103,27.26269,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,0.028557,6.33862,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.003566,-0.076774,0.624299,3.440077,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.292139,-27.842411,114.088988,-156.430856,,,,0.405919,0.979652,57.37333,0,0,0,0,3.483403,5.206892,50,0,0,,37.961632,27.35766,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,,,0,38.59103,27.26269,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,1.887548,8.469501,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.001849,0.023283,-0.053055,1.691125,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,2643.787042,-13364.92234,22526.05177,-12656.62723,,,,0.221312,0.537114,31.580199,0,0,0,0,1.687525,1.815877,50,0,0,,37.961632,27.35766,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/15/2015,7:33:19 PM,394,38.59103,27.26269,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517238000,3601,1170.430092,-9.367907,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.015041,0.222324,-0.962879,3.462617,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,621.402484,-3825.599821,7543.922928,-4667.214767,,,,0.381751,0.957087,57.533625,0.0671,661,2.62839,2.189346,3.3963,2.452452,50,-0.76791,2.149779,,37.961632,27.35766,0,3517238000,6/15/2015,7:33:19 PM,0,2.62839,-0.76791,2.149779,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/15/2015,7:33:19 PM,394,38.59103,27.26269,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517238000,3601,0.053842,6.409338,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.000494,-0.05834,1.062754,1.566918,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.057426,-0.478505,2.314713,-2.70984,,,,0.436128,1.324882,88.875432,0.018,179,1.814481,5.993891,1.641025,6.019081,50,0.173457,1.04753,,37.961632,27.35766,0,3517238000,6/15/2015,7:33:19 PM,0,1.814481,0.173457,1.04753,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,,,0,37.179249,27.35766,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,0.028348,6.341516,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.003516,-0.076026,0.621119,3.440781,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.298163,-27.914116,114.383147,-156.842032,,,,0.404501,0.985612,58.111097,0,0,0,0,3.483888,5.204629,50,0,0,,37.051434,27.35766,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,,,0,37.179249,27.35766,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,0,3601,1.898499,8.506,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.001875,0.023671,-0.054708,1.692877,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,2694.096837,-13622.12016,22963.91648,-12904.86967,,,,0.224991,0.534134,30.914357,0,0,0,0,1.689163,1.816,50,0,0,,37.051434,27.35766,0,0,,,0,0,0,0,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/15/2015,7:38:11 PM,228,37.179249,27.35766,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517238292,3601,1181.856691,-9.254136,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.015151,0.223957,-0.969957,3.471617,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,615.190363,-3789.41343,7477.532008,-4630.281422,,,,0.367345,0.931543,56.419779,0.084,828,3.396553,2.601921,3.404812,2.453991,50,-0.008258,1.196554,,37.051434,27.35766,0,3517238292,6/15/2015,7:38:11 PM,0,3.396553,-0.008258,1.196554,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/15/2015,7:38:11 PM,228,37.179249,27.35766,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517238292,3601,0.053588,6.406957,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.000457,-0.057595,1.056833,1.564737,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.057909,-0.481771,2.327127,-2.72066,,,,0.450103,1.361031,91.092849,0.0184,183,1.682587,6.108029,1.638433,6.000099,50,0.044154,0.985589,,37.051434,27.35766,0,3517238292,6/15/2015,7:38:11 PM,0,1.682587,0.044154,0.985589,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,6/15/2015,7:53:26 PM,474,38.638699,27.45278,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517239207,3601,0.028196,6.344327,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.003465,-0.075279,0.617941,3.441487,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.304364,-27.988167,114.687554,-157.267885,,,,0.40672,0.978727,57.200705,0.1052,1023,4.126759,6.076361,3.484375,5.202359,50,0.642384,0.881198,,35.607635,27.54812,0,3517239207,6/15/2015,7:53:26 PM,0,4.126759,0.642384,0.881198,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/15/2015,7:53:26 PM,474,38.638699,27.45278,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517239207,3601,1.908355,8.543172,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.001902,0.02406,-0.056368,1.694639,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,2745.106876,-13882.8921,23407.85519,-13156.54912,,,,0.221703,0.53621,31.450729,0.1095,1023,1.856651,2.07603,1.690811,1.816124,50,0.165841,0.571219,,35.607635,27.54812,0,3517239207,6/15/2015,7:53:26 PM,0,1.856651,0.165841,0.571219,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/15/2015,7:53:26 PM,474,38.638699,27.45278,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517239207,3601,1191.026788,-9.120787,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.015263,0.225603,-0.977084,3.480675,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,606.776714,-3737.410276,7373.398684,-4563.424745,,,,0.373942,0.959636,58.569377,0.0591,583,2.518609,2.011583,3.41338,2.455539,50,-0.894771,1.889136,,35.607635,27.54812,0,3517239207,6/15/2015,7:53:26 PM,0,2.518609,-0.894771,1.889136,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/15/2015,7:53:26 PM,474,38.638699,27.45278,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517239207,3601,0.053308,6.404431,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.000421,-0.056863,1.050971,1.562552,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.058398,-0.485089,2.339753,-2.731703,,,,0.437854,1.322478,88.462364,0.018,179,1.714009,5.934027,1.635841,5.981143,50,0.078168,1.029688,,35.607635,27.54812,0,3517239207,6/15/2015,7:53:26 PM,0,1.714009,0.078168,1.029688,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,6/16/2015,7:43:38 AM,467,40.887272,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517281818,3601,0.06117,6.207766,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.005195,-0.101015,0.726406,3.419039,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.188307,-26.724963,109.814539,-150.632303,,,,0.402425,0.985406,58.298108,0.1051,1023,4.108305,6.238362,3.469394,5.275669,50,0.638911,0.847994,,41.045559,24.30633,0,3517281818,6/16/2015,7:43:38 AM,0,4.108305,0.638911,0.847994,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/16/2015,7:43:38 AM,467,40.887272,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517281818,3601,1.156303,7.585927,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.00106,0.011667,-0.003694,1.639915,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,1387.720666,-6940.692851,11583.82018,-6449.774966,,,,0.225792,0.539888,31.409629,0.1095,1023,1.86929,2.101348,1.639713,1.812288,50,0.229577,0.743672,,41.045559,24.30633,0,3517281818,6/16/2015,7:43:38 AM,0,1.86929,0.229577,0.743672,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/16/2015,7:43:38 AM,467,40.887272,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517281818,3601,378.293029,-5.801104,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.011901,0.175936,-0.761701,3.205019,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,-278.715992,2910.720231,-9167.350304,9083.100905,,,,0.376285,0.965575,58.929013,0.0585,577,2.556792,1.987621,3.152558,2.407581,50,-0.595766,1.308882,,41.045559,24.30633,0,3517281818,6/16/2015,7:43:38 AM,0,2.556792,-0.595766,1.308882,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/16/2015,7:43:38 AM,467,40.887272,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517281818,3601,0.051919,6.404637,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.002044,-0.088825,1.281137,1.634247,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.044786,-0.40065,2.024158,-2.475885,,,,0.440033,1.341837,90.180399,0.0175,174,1.649891,6.511974,1.723492,6.637416,50,-0.073601,1.010662,,41.045559,24.30633,0,3517281818,6/16/2015,7:43:38 AM,0,1.649891,-0.073601,1.010662,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,6/16/2015,8:05:02 AM,800,40.773846,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517283102,3601,0.06117,6.207766,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.005195,-0.101015,0.726406,3.419039,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.188307,-26.724963,109.814539,-150.632303,,,,0.402651,0.985365,58.271392,0.1102,1023,4.078548,6.249706,3.469394,5.275669,50,0.609154,0.831941,,38.488865,24.216299,0,3517283102,6/16/2015,8:05:02 AM,0,4.078548,0.609154,0.831941,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/16/2015,8:05:02 AM,800,40.773846,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517283102,3601,1.156303,7.585927,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.00106,0.011667,-0.003694,1.639915,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,1387.720666,-6940.692851,11583.82018,-6449.774966,,,,0.22645,0.53993,31.347977,0.1191,1023,1.895328,2.105335,1.639713,1.812288,50,0.255615,0.821758,,38.488865,24.216299,0,3517283102,6/16/2015,8:05:02 AM,0,1.895328,0.255615,0.821758,X.X.X,CA-20-3601,C24,JP,,
Channel 3-470nm wide,6/16/2015,8:05:02 AM,800,40.773846,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517283102,3601,378.293029,-5.801104,,4,-0.000034,0.000495,-0.002124,0.0025,0.000677,-0.009857,0.041463,-0.041776,-0.008429,0.122833,-0.514893,2.743592,-0.011901,0.175936,-0.761701,3.205019,,,,4,-121.219063,871.623962,-2081.622803,1651.734741,6555.616699,-47227.37891,112999.8984,-89829.4375,-88005.75781,635881.5625,-1525962.25,1216666,-278.715992,2910.720231,-9167.350304,9083.100905,,,,0.382244,0.96615,58.390586,0.04,394,2.044279,1.51101,3.152558,2.407581,50,-1.108279,1.397001,,38.488865,24.216299,0,3517283102,6/16/2015,8:05:02 AM,0,2.044279,-1.108279,1.397001,X.X.X,CA-20-3601,C24,JP,,
Channel 4-640nm narrow,6/16/2015,8:05:02 AM,800,40.773846,24.30633,6.17,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517283102,3601,0.051919,6.404637,,4,0.000045,-0.000808,0.003777,-0.000061,-0.00284,0.051962,-0.268633,-0.019603,0.044549,-0.874664,5.57931,2.147062,0.002044,-0.088825,1.281137,1.634247,,,,4,0.000267,-0.002639,0.010629,-0.011402,-0.00947,0.109741,-0.449842,0.508842,0.117497,-1.509103,6.678625,-8.107832,0.044786,-0.40065,2.024158,-2.475885,,,,0.440916,1.335117,89.420022,0.0174,173,1.571922,6.467646,1.723492,6.637416,50,-0.151571,1.003718,,38.488865,24.216299,0,3517283102,6/16/2015,8:05:02 AM,0,1.571922,-0.151571,1.003718,X.X.X,CA-20-3601,C24,JP,,
Channel 1-525nm wide,6/16/2015,8:39:08 AM,1052,39.644062,24.30633,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517285149,3601,0.06117,5.910465,,4,0.000007,-0.000106,0.000346,0.000096,-0.000902,0.013641,-0.052381,0.002162,0.023104,-0.370237,1.795179,3.309726,0.005195,-0.101015,0.726406,3.419039,,,,4,0.009278,-0.123565,0.541247,-0.776095,-0.443356,5.994152,-26.465714,38.061062,7.483018,-99.4188,433.331604,-617.242065,2.188307,-26.724963,109.814539,-150.632303,,,,0.404932,0.988571,58.363871,0.1102,1023,4.07489,6.247322,3.469394,5.246872,50,0.605496,0.818197,,38.27499,24.39645,0,3517285149,6/16/2015,8:39:08 AM,0,4.07489,0.605496,0.818197,X.X.X,CA-20-3601,C24,JP,,
Channel 2-500nm wide,6/16/2015,8:39:08 AM,1052,39.644062,24.30633,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3601_150611_COEFF.CSV,CalCoeff,[06-11-15],99.900002,3517285149,3601,1.156303,6.786781,,4,-0.000003,0.00005,-0.000234,0.00037,-0.000087,0.001333,-0.004646,-0.001782,0.003117,-0.050478,0.247281,1.46437,-0.00106,0.011667,-0.003694,1.639915,,,,4,34.368912,-175.385971,297.992126,-168.579865,-1347.501831,6871.462402,-11665.91016,6594.006836,13835.47168,-70343.10156,119086.2266,-67129.28906,1387.720666,-6940.692851,11583.82018,-6449.774966,,,,0.222196,0.539683,31.748715,0.1188,1023,1.906713,2.107184,1.639713,1.803895,50,0.267,0.818979,,38.27499,24.39645,0,3517285149,6/16/2015,8:39:08 AM,0,1.906713,0.267,0.818979,X.X.X,CA-20-3601,C24,JP,,
